number,name,image,theme,subtheme,year,rating,owner,want_it,pieces,minifigs,us_price,eu_price
71014,Benedikt Höwedes,https://images.brickset.com/sets/small/71014-5.jpg,Collectable Minifigures,DFB Series,2016,,897,251,6,1,,2.99
71014,Shkodran Mustafi,https://images.brickset.com/sets/small/71014-6.jpg,Collectable Minifigures,DFB Series,2016,,967,241,6,1,,2.99
71014,Bastian Schweinsteiger,https://images.brickset.com/sets/small/71014-7.jpg,Collectable Minifigures,DFB Series,2016,,1022,267,6,1,,2.99
71014,Mesut Özil,https://images.brickset.com/sets/small/71014-8.jpg,Collectable Minifigures,DFB Series,2016,,1004,263,6,1,,2.99
71014,Thomas Müller,https://images.brickset.com/sets/small/71014-9.jpg,Collectable Minifigures,DFB Series,2016,,991,242,6,1,,2.99
71014,Toni Kroos,https://images.brickset.com/sets/small/71014-10.jpg,Collectable Minifigures,DFB Series,2016,,1045,232,6,1,,2.99
71014,Sami Khedira,https://images.brickset.com/sets/small/71014-11.jpg,Collectable Minifigures,DFB Series,2016,,1047,236,6,1,,2.99
71014,André Schürrle,https://images.brickset.com/sets/small/71014-12.jpg,Collectable Minifigures,DFB Series,2016,,1059,244,6,1,,2.99
71014,Marco Reus,https://images.brickset.com/sets/small/71014-13.jpg,Collectable Minifigures,DFB Series,2016,,956,238,6,1,,2.99
71014,Christoph Kramer,https://images.brickset.com/sets/small/71014-14.jpg,Collectable Minifigures,DFB Series,2016,,889,264,6,1,,2.99
71014,Mario Götze,https://images.brickset.com/sets/small/71014-15.jpg,Collectable Minifigures,DFB Series,2016,,971,268,6,1,,2.99
71014,Max Kruse,https://images.brickset.com/sets/small/71014-16.jpg,Collectable Minifigures,DFB Series,2016,,884,254,6,1,,2.99
71014,LEGO Minifigures - DFB Series - Complete,https://images.brickset.com/sets/small/71014-17.jpg,Collectable Minifigures,DFB Series,2016,,1179,388,96,16,,
71014,LEGO Minifigures - DFB Series - Sealed Box,,Collectable Minifigures,DFB Series,2016,,176,70,,,,
71040,Disney Castle,https://images.brickset.com/sets/small/71040-1.jpg,Disney,Miscellaneous,2016,5.0,4729,3466,4080,7,349.99,349.99
71228,Ghostbusters Level Pack,https://images.brickset.com/sets/small/71228-1.jpg,Dimensions,Level Pack,2016,4.5,4253,1275,115,1,29.99,29.99
71229,DC Comics Team Pack,https://images.brickset.com/sets/small/71229-1.jpg,Dimensions,Team Pack,2016,,2990,1102,92,2,24.99,24.99
71230,Doc Brown,https://images.brickset.com/sets/small/71230-1.jpg,Dimensions,Fun Pack,2016,,4804,1242,69,1,11.99,14.99
71233,Stay Puft,https://images.brickset.com/sets/small/71233-1.jpg,Dimensions,Fun Pack,2016,4.5,5184,1354,65,1,11.99,14.99
71234,Sensei Wu,https://images.brickset.com/sets/small/71234-1.jpg,Dimensions,Fun Pack,2016,5.0,2684,742,58,1,11.99,14.99
71235,Midway Arcade Level Pack,https://images.brickset.com/sets/small/71235-1.jpg,Dimensions,Level Pack,2016,4.0,3628,1152,96,1,24.99,29.99
71236,Superman,https://images.brickset.com/sets/small/71236-1.jpg,Dimensions,Fun Pack,2016,,2912,950,48,1,11.99,14.99
71237,Aquaman,https://images.brickset.com/sets/small/71237-1.jpg,Dimensions,Fun Pack,2016,4.0,3154,857,43,1,11.99,14.99
71238,Cyberman,https://images.brickset.com/sets/small/71238-1.jpg,Dimensions,Fun Pack,2016,4.7,4789,1047,40,1,11.99,14.99
71239,Lloyd,https://images.brickset.com/sets/small/71239-1.jpg,Dimensions,Fun Pack,2016,,1937,911,56,1,11.99,14.99
71240,Bane,https://images.brickset.com/sets/small/71240-1.jpg,Dimensions,Fun Pack,2016,,2620,946,52,1,11.99,14.99
71241,Slimer,https://images.brickset.com/sets/small/71241-1.jpg,Dimensions,Fun Pack,2016,5.0,3845,1382,33,1,11.99,14.99
71242,New Ghostbusters: Play the Complete Movie,https://images.brickset.com/sets/small/71242-1.jpg,Dimensions,Story Pack,2016,3.5,2715,809,259,1,49.99,44.99
71244,Sonic the Hedgehog Level Pack,https://images.brickset.com/sets/small/71244-1.jpg,Dimensions,Level Pack,2016,4.5,3223,1102,101,1,29.99,29.99
71245,Adventure Time Level Pack,https://images.brickset.com/sets/small/71245-1.jpg,Dimensions,Level Pack,2016,,2674,869,102,1,29.99,29.99
71246,Adventure Time Team Pack ,https://images.brickset.com/sets/small/71246-1.jpg,Dimensions,Team Pack,2016,,2447,864,96,2,24.99,24.99
71247,Harry Potter Team Pack,https://images.brickset.com/sets/small/71247-1.jpg,Dimensions,Team Pack,2016,,3319,903,119,2,24.99,24.99
71248,Mission Impossible Level Pack,https://images.brickset.com/sets/small/71248-1.jpg,Dimensions,Level Pack,2016,,2886,862,76,1,29.99,29.99
71251,B.A. Baracus,https://images.brickset.com/sets/small/71251-1.jpg,Dimensions,Fun Pack,2016,,4052,973,73,1,11.99,14.99
71253,Fantastic Beasts and Where to Find Them: Play the Complete Movie,https://images.brickset.com/sets/small/71253-1.jpg,Dimensions,Story Pack,2016,3.5,3087,842,261,1,49.99,44.99
71256,Gremlins Team Pack,https://images.brickset.com/sets/small/71256-1.jpg,Dimensions,Team Pack,2016,4.0,3661,1106,94,2,24.99,24.99
71257,Tina Goldstein,https://images.brickset.com/sets/small/71257-1.jpg,Dimensions,Fun Pack,2016,,2856,637,51,1,11.99,14.99
71258,E.T.,https://images.brickset.com/sets/small/71258-1.jpg,Dimensions,Fun Pack,2016,,4049,1057,42,1,11.99,14.99
71285,Marceline the Vampire Queen,https://images.brickset.com/sets/small/71285-1.jpg,Dimensions,Fun Pack,2016,,2104,869,60,1,11.99,
71300,Uxar - Creature of Jungle,https://images.brickset.com/sets/small/71300-1.jpg,Bionicle,companions,2016,4.0,717,229,89,,9.99,9.99
71301,Ketar - Creature of Stone,https://images.brickset.com/sets/small/71301-1.jpg,Bionicle,Companions,2016,3.0,550,209,80,,9.99,9.99
71302,Akida - Creature of Water,https://images.brickset.com/sets/small/71302-1.jpg,Bionicle,Companions,2016,5.0,635,232,120,,9.99,9.99
71303,Ikir - Creature of Fire,https://images.brickset.com/sets/small/71303-1.jpg,Bionicle,Companions,2016,4.0,648,257,77,,9.99,9.99
71304,Terak - Creature of Earth,https://images.brickset.com/sets/small/71304-1.jpg,Bionicle,Companions,2016,,574,244,74,,9.99,9.99
71305,Lewa - Uniter of Jungle,https://images.brickset.com/sets/small/71305-1.jpg,Bionicle,Toa,2016,,631,274,79,,14.99,14.99
71306,Pohatu - Uniter of Stone,https://images.brickset.com/sets/small/71306-1.jpg,Bionicle,Toa,2016,4.0,557,244,90,,14.99,14.99
71307,Gali - Uniter of Water,https://images.brickset.com/sets/small/71307-1.jpg,Bionicle,Toa,2016,3.5,530,253,87,,14.99,14.99
71308,Tahu - Uniter of Fire,https://images.brickset.com/sets/small/71308-1.jpg,Bionicle,Toa,2016,3.5,598,285,132,,19.99,19.99
71309,Onua - Uniter of Earth,https://images.brickset.com/sets/small/71309-1.jpg,Bionicle,Toa,2016,,570,271,143,,19.99,19.99
71310,Umarak the Hunter,https://images.brickset.com/sets/small/71310-1.jpg,Bionicle,Reboot Villains,2016,4.8,755,273,172,,19.99,19.99
71311,Kopaka and Melum - Unity set,https://images.brickset.com/sets/small/71311-1.jpg,Bionicle,Miscellaneous,2016,,621,260,171,,24.99,17.49
71312,Ekimu the Mask Maker,https://images.brickset.com/sets/small/71312-1.jpg,Bionicle,Miscellaneous,2016,4.5,443,337,94,,14.99,14.99
71313,Lava Beast,https://images.brickset.com/sets/small/71313-1.jpg,Bionicle,Reboot Villains,2016,3.0,352,256,114,,14.99,14.99
71314,Storm Beast,https://images.brickset.com/sets/small/71314-1.jpg,Bionicle,Reboot Villains,2016,4.0,327,273,109,,14.99,14.99
71315,Quake Beast,https://images.brickset.com/sets/small/71315-1.jpg,Bionicle,Reboot Villains,2016,2.0,311,263,102,,14.99,14.99
71316,Umarak the Destroyer,https://images.brickset.com/sets/small/71316-1.jpg,Bionicle,Reboot Villains,2016,3.0,406,274,191,,24.99,24.99
71340,Supergirl,https://images.brickset.com/sets/small/71340-1.jpg,Dimensions,Promotional,2016,4.0,1721,1228,6,1,,
71342,Green Arrow,https://images.brickset.com/sets/small/71342-1.jpg,Dimensions,Promotional,2016,,1802,1092,7,1,,
75098,Assault on Hoth,https://images.brickset.com/sets/small/75098-1.jpg,Star Wars,Ultimate Collector Series,2016,3.0,2630,3105,2144,15,249.99,249.99
75113,Rey,https://images.brickset.com/sets/small/75113-1.jpg,Star Wars,Buildable Figures,2016,5.0,3393,686,84,,19.99,19.99
75114,First Order Stormtrooper,https://images.brickset.com/sets/small/75114-1.jpg,Star Wars,Buildable Figures,2016,,4622,1129,81,,19.99,19.99
75115,Poe Dameron,https://images.brickset.com/sets/small/75115-1.jpg,Star Wars,Buildable Figures,2016,,2739,719,102,,24.99,12.49
75116,Finn,https://images.brickset.com/sets/small/75116-1.jpg,Star Wars,Buildable Figures,2016,,2718,674,98,,24.99,24.99
75117,Kylo Ren,https://images.brickset.com/sets/small/75117-1.jpg,Star Wars,Buildable Figures,2016,3.5,4611,1008,86,,24.99,24.99
75118,Captain Phasma,https://images.brickset.com/sets/small/75118-1.jpg,Star Wars,Buildable Figures,2016,5.0,4259,1133,82,,24.99,24.99
75119,Sergeant Jyn Erso,https://images.brickset.com/sets/small/75119-1.jpg,Star Wars,Buildable Figures,2016,,2476,523,104,,24.99,24.99
75120,K-2SO,https://images.brickset.com/sets/small/75120-1.jpg,Star Wars,Buildable Figures,2016,5.0,4564,1015,169,,24.99,24.99
75121,Imperial Death Trooper,https://images.brickset.com/sets/small/75121-1.jpg,Star Wars,Buildable Figures,2016,5.0,3204,868,106,,24.99,24.99
75125,Resistance X-wing Fighter,https://images.brickset.com/sets/small/75125-1.jpg,Star Wars,MicroFighters,2016,4.0,8259,1107,87,1,9.99,9.99
75126,First Order Snowspeeder,https://images.brickset.com/sets/small/75126-1.jpg,Star Wars,MicroFighters,2016,4.8,6839,1000,91,1,9.99,9.99
75127,The Ghost,https://images.brickset.com/sets/small/75127-1.jpg,Star Wars,MicroFighters,2016,4.0,6748,1163,104,1,9.99,9.99
75128,TIE Advanced Prototype,https://images.brickset.com/sets/small/75128-1.jpg,Star Wars,MicroFighters,2016,4.0,7416,1048,93,1,9.99,9.99
75129,Wookiee Gunship,https://images.brickset.com/sets/small/75129-1.jpg,Star Wars,MicroFighters,2016,4.3,7321,1029,84,1,9.99,9.99
75130,AT-DP,https://images.brickset.com/sets/small/75130-1.jpg,Star Wars,MicroFighters,2016,3.5,5201,1211,76,1,9.99,9.99
75131,Resistance Trooper Battle Pack,https://images.brickset.com/sets/small/75131-1.jpg,Star Wars,The Force Awakens,2016,4.3,7044,1338,112,4,12.99,16.99
75132,First Order Battle Pack,https://images.brickset.com/sets/small/75132-1.jpg,Star Wars,The Force Awakens,2016,3.8,8616,1457,88,4,12.99,16.99
75133,Rebel Alliance Battle Pack,https://images.brickset.com/sets/small/75133-1.jpg,Star Wars,Battlefront,2016,4.3,6459,1743,101,4,12.99,16.99
75134,Galactic Empire Battle Pack,https://images.brickset.com/sets/small/75134-1.jpg,Star Wars,Battlefront,2016,4.4,6063,1745,109,4,12.99,16.99
75135,Obi-Wan's Jedi Interceptor,https://images.brickset.com/sets/small/75135-1.jpg,Star Wars,Episode III,2016,3.9,6569,1912,215,2,24.99,20.99
75136,Droid Escape Pod,https://images.brickset.com/sets/small/75136-1.jpg,Star Wars,Episode IV,2016,4.2,8246,2184,197,4,24.99,20.99
75137,Carbon-Freezing Chamber,https://images.brickset.com/sets/small/75137-1.jpg,Star Wars,Episode V,2016,4.2,12057,2067,231,3,24.99,29.99
75138,Hoth Attack,https://images.brickset.com/sets/small/75138-1.jpg,Star Wars,Episode V,2016,4.0,5561,1928,233,4,24.99,29.99
75139,Battle on Takodana,https://images.brickset.com/sets/small/75139-1.jpg,Star Wars,The Force Awakens,2016,3.7,7212,1795,409,5,59.99,59.99
75140,Resistance Troop Transporter,https://images.brickset.com/sets/small/75140-1.jpg,Star Wars,The Force Awakens,2016,4.0,6309,1952,646,4,69.99,69.99
75141,Kanan's Speeder Bike,https://images.brickset.com/sets/small/75141-1.jpg,Star Wars,Rebels,2016,4.3,2942,1445,234,3,19.99,29.99
75142,Homing Spider Droid,https://images.brickset.com/sets/small/75142-1.jpg,Star Wars,Episode III,2016,3.3,1978,1468,310,4,29.99,39.99
75143,{?},,Star Wars,,2016,,,,,,,
75145,Eclipse Fighter,https://images.brickset.com/sets/small/75145-1.jpg,Star Wars,Original Content,2016,3.5,3583,1193,363,2,29.99,39.99
75146,Star Wars Advent Calendar,https://images.brickset.com/sets/small/75146-1.jpg,Star Wars,Seasonal,2016,4.5,6644,1171,282,10,39.99,29.99
75147,StarScavenger,https://images.brickset.com/sets/small/75147-1.jpg,Star Wars,Original Content,2016,3.0,2765,1085,558,4,49.99,59.99
75148,Encounter on Jakku,https://images.brickset.com/sets/small/75148-1.jpg,Star Wars,The Force Awakens,2016,4.3,5033,1812,530,4,59.99,69.99
75149,Resistance X-wing Fighter,https://images.brickset.com/sets/small/75149-1.jpg,Star Wars,The Force Awakens,2016,4.5,5922,2725,740,4,79.99,89.99
75150,Vader's TIE Advanced vs. A-wing Starfighter,https://images.brickset.com/sets/small/75150-1.jpg,Star Wars,Rebels,2016,4.4,4478,2567,702,4,89.99,99.99
75151,Clone Turbo Tank,https://images.brickset.com/sets/small/75151-1.jpg,Star Wars,Episode III,2016,4.3,3321,1866,903,6,109.99,119.99
75152,Imperial Assault Hovertank,https://images.brickset.com/sets/small/75152-1.jpg,Star Wars,Rogue One,2016,4.9,6562,1546,385,3,29.99,39.99
75153,AT-ST Walker,https://images.brickset.com/sets/small/75153-1.jpg,Star Wars,Rogue One,2016,4.7,9106,1958,449,3,39.99,49.99
75154,TIE Striker,https://images.brickset.com/sets/small/75154-1.jpg,Star Wars,Rogue One,2016,4.5,5944,1848,543,4,69.99,69.99
75155,Rebel U-wing Fighter,https://images.brickset.com/sets/small/75155-1.jpg,Star Wars,Rogue One,2016,4.6,7289,1842,659,5,79.99,79.99
75156,Krennic's Imperial Shuttle,https://images.brickset.com/sets/small/75156-1.jpg,Star Wars,Rogue One,2016,4.7,6675,2021,863,6,89.99,99.99
75157,Captain Rex's AT-TE,https://images.brickset.com/sets/small/75157-1.jpg,Star Wars,Rebels,2016,4.0,3074,1929,972,5,119.99,129.99
75158,Rebel Combat Frigate,https://images.brickset.com/sets/small/75158-1.jpg,Star Wars,Rebels,2016,4.5,2128,1813,936,5,109.99,119.99
75159,Death Star,https://images.brickset.com/sets/small/75159-1.jpg,Star Wars,Ultimate Collector Series,2016,4.0,1918,4058,4016,27,499.99,499.99
75821,Piggy Car Escape,https://images.brickset.com/sets/small/75821-1.jpg,The Angry Birds Movie,,2016,3.0,1564,265,74,2,12.99,14.99
75822,Piggy Plane Attack,https://images.brickset.com/sets/small/75822-1.jpg,The Angry Birds Movie,,2016,,1245,274,168,2,19.99,24.99
75823,Bird Island Egg Heist,https://images.brickset.com/sets/small/75823-1.jpg,The Angry Birds Movie,,2016,3.0,1213,297,277,3,29.99,39.99
75824,Pig City Teardown,https://images.brickset.com/sets/small/75824-1.jpg,The Angry Birds Movie,,2016,4.0,1143,318,386,4,39.99,49.99
75825,Piggy Pirate Ship,https://images.brickset.com/sets/small/75825-1.jpg,The Angry Birds Movie,,2016,4.7,1230,361,620,4,59.99,69.99
75826,King Pig's Castle,https://images.brickset.com/sets/small/75826-1.jpg,The Angry Birds Movie,,2016,4.0,1007,371,859,5,89.99,89.99
75827,Firehouse Headquarters ,https://images.brickset.com/sets/small/75827-1.jpg,Ghostbusters,,2016,5.0,6794,4176,4634,10,349.99,349.99
75828,Ecto-1 & 2,https://images.brickset.com/sets/small/75828-1.jpg,Ghostbusters,,2016,4.7,4801,1980,556,6,59.99,59.99
75870,Chevrolet Corvette Z06,https://images.brickset.com/sets/small/75870-1.jpg,Speed Champions,Chevrolet,2016,4.5,3889,969,173,1,14.99,14.99
75871,Ford Mustang GT,https://images.brickset.com/sets/small/75871-1.jpg,Speed Champions,Ford,2016,5.0,4707,1114,185,1,14.99,14.99
75872,Audi R18 e-tron quattro,https://images.brickset.com/sets/small/75872-1.jpg,Speed Champions,Audi,2016,,3389,928,166,1,14.99,14.99
75873,Audi R8 LMS ultra,https://images.brickset.com/sets/small/75873-1.jpg,Speed Champions,Audi,2016,3.0,3538,956,175,1,14.99,14.99
75874,Chevrolet Camaro Drag Race,https://images.brickset.com/sets/small/75874-1.jpg,Speed Champions,Chevrolet,2016,5.0,2936,1044,445,3,29.99,34.99
75875,Ford F-150 Raptor & Ford Model A Hot Rod,https://images.brickset.com/sets/small/75875-1.jpg,Speed Champions,Ford,2016,5.0,2444,1167,664,4,49.99,49.99
75876,Porsche 919 Hybrid and 917K Pit Lane,https://images.brickset.com/sets/small/75876-1.jpg,Speed Champions,Porsche,2016,5.0,1827,1156,732,5,69.99,79.99
76044,Clash of the Heroes,https://images.brickset.com/sets/small/76044-1.jpg,DC Comics Super Heroes,DC Extended Universe,2016,4.4,7386,955,92,2,12.99,14.99
76045,Kryptonite Interception,https://images.brickset.com/sets/small/76045-1.jpg,DC Comics Super Heroes,DC Extended Universe,2016,4.8,4249,1152,306,3,29.99,34.99
76046,Heroes of Justice: Sky High Battle,https://images.brickset.com/sets/small/76046-1.jpg,DC Comics Super Heroes,DC Extended Universe,2016,4.3,3251,1152,517,5,59.99,34.99
76047,Black Panther Pursuit,https://images.brickset.com/sets/small/76047-1.jpg,Marvel Super Heroes,Captain America: Civil War,2016,4.5,4903,1296,287,3,29.99,34.99
76048,Iron Skull Sub Attack,https://images.brickset.com/sets/small/76048-1.jpg,Marvel Super Heroes,Avengers Assemble,2016,3.8,3549,1012,335,4,29.99,17.49
76049,Avenjet Space Mission,https://images.brickset.com/sets/small/76049-1.jpg,Marvel Super Heroes,Avengers Assemble,2016,4.7,3511,1370,523,5,59.99,34.99
76050,Crossbones' Hazard Heist,https://images.brickset.com/sets/small/76050-1.jpg,Marvel Super Heroes,Captain America: Civil War,2016,4.1,5185,1142,179,3,19.99,17.49
76051,Super Hero Airport Battle,https://images.brickset.com/sets/small/76051-1.jpg,Marvel Super Heroes,Captain America: Civil War,2016,5.0,5156,1674,807,7,79.99,79.99
76052,Batman Classic TV Series - Batcave,https://images.brickset.com/sets/small/76052-1.jpg,DC Comics Super Heroes,Batman Classic TV Series,2016,4.0,3492,2408,2526,9,269.99,249.99
76053,Gotham City Cycle Chase,https://images.brickset.com/sets/small/76053-1.jpg,DC Comics Super Heroes,Batman,2016,3.6,5616,1071,224,3,19.99,24.99
76054,Batman: Scarecrow Harvest of Fear,https://images.brickset.com/sets/small/76054-1.jpg,DC Comics Super Heroes,Batman,2016,4.5,2799,1350,563,5,59.99,69.99
76055,Batman: Killer Croc Sewer Smash,https://images.brickset.com/sets/small/76055-1.jpg,DC Comics Super Heroes,Batman,2016,5.0,2237,1312,759,5,79.99,79.99
76056,Batman: Rescue from Ra's al Ghul,https://images.brickset.com/sets/small/76056-1.jpg,DC Comics Super Heroes,Batman,2016,,2478,1203,257,4,29.99,34.99
76057,Spider-Man: Web Warriors Ultimate Bridge Battle,https://images.brickset.com/sets/small/76057-1.jpg,Marvel Super Heroes,Comics,2016,5.0,3896,1906,1092,7,99.99,99.99
76058,Spider-Man: Ghost Rider Team-Up,https://images.brickset.com/sets/small/76058-1.jpg,Marvel Super Heroes,Comics,2016,4.6,5432,1314,217,3,19.99,24.99
76059,Spider-Man: Doc Ock's Tentacle Trap,https://images.brickset.com/sets/small/76059-1.jpg,Marvel Super Heroes,Comics,2016,3.0,2560,1090,446,5,39.99,49.99
76060,Doctor Strange's Sanctum Sanctorum,https://images.brickset.com/sets/small/76060-1.jpg,Marvel Super Heroes,Miscellaneous,2016,4.8,5164,1358,358,3,29.99,34.99
76061,Mighty Micros: Batman vs. Catwoman,https://images.brickset.com/sets/small/76061-1.jpg,DC Comics Super Heroes,Mighty Micros,2016,3.0,4707,776,79,2,9.99,6.99
76062,Mighty Micros: Robin vs. Bane,https://images.brickset.com/sets/small/76062-1.jpg,DC Comics Super Heroes,Mighty Micros,2016,4.5,3771,720,77,2,9.99,4.99
76063,Mighty Micros: The Flash vs. Captain Cold,https://images.brickset.com/sets/small/76063-1.jpg,DC Comics Super Heroes,Mighty Micros,2016,4.7,4386,757,88,2,9.99,9.99
76064,Mighty Micros: Spider-Man vs. Green Goblin,https://images.brickset.com/sets/small/76064-1.jpg,Marvel Super Heroes,Mighty Micros,2016,4.5,3715,724,85,2,9.99,4.99
76065,Mighty Micros: Captain America vs. Red Skull,https://images.brickset.com/sets/small/76065-1.jpg,Marvel Super Heroes,Mighty Micros,2016,4.5,3689,707,95,2,9.99,6.99
76066,Mighty Micros: Hulk vs. Ultron,https://images.brickset.com/sets/small/76066-1.jpg,Marvel Super Heroes,Mighty Micros,2016,,3892,722,80,2,9.99,4.99
76067,Tanker Truck Takedown,https://images.brickset.com/sets/small/76067-1.jpg,Marvel Super Heroes,Captain America: Civil War,2016,4.6,2675,1477,330,4,29.99,34.99
850805,Drinking Bottle—Blue,https://images.brickset.com/sets/small/850805-1.jpg,Gear,Housewares,2016,,26,43,,,,7.99
850806,Drinking Bottle Pink,https://images.brickset.com/sets/small/850806-1.jpg,Gear,Housewares,2016,,33,12,,,,7.99
850817,Drinking Bottle,https://images.brickset.com/sets/small/850817-1.jpg,Gear,Housewares,2016,,26,16,,,,7.99
851332,"I Love LEGOLAND keychain, Male",,Gear,Key Chains/LEGOLAND,2016,,67,30,,,,
851354,Wrayth,https://images.brickset.com/sets/small/851354-1.jpg,Gear,Keychains/Ninjago,2016,,31,23,,,39.99,2.49
853503,NEXO KNIGHTS Macy's Mace,https://images.brickset.com/sets/small/853503-1.jpg,Gear,Role-Play Toys,2016,,26,22,,,12.99,9.99
853504,NEXO KNIGHTS Clay's Sword,https://images.brickset.com/sets/small/853504-1.jpg,Gear,Role-Play Toys,2016,,33,30,,,12.99,4.99
853505,NK Sword Standard,https://images.brickset.com/sets/small/853505-1.jpg,Gear,Role-Play toys,2016,,33,33,,,9.99,7.99
853506,NK Shield Standard,https://images.brickset.com/sets/small/853506-1.jpg,Gear,Role-Play toys,2016,,32,33,,,12.99,9.99
853507,Knight's Power Up Shield,https://images.brickset.com/sets/small/853507-1.jpg,Gear,Role-Play Toys,2016,,20,16,,,,14.99
853508,Monster's Shield,https://images.brickset.com/sets/small/853508-1.jpg,Gear,Role-Play Toys,2016,,19,15,,,,14.99
853510,NEXO KNIGHTS Knight s Dress Up,https://images.brickset.com/sets/small/853510-1.jpg,Gear,Role-Play Toys,2016,,12,19,,,19.99,
853511,FK Role Play Dress up Bad guy,https://images.brickset.com/sets/small/853511-1.jpg,Gear,Role-Play Toys,2016,,13,15,,,19.99,
853515,Knights Army-Building Set,https://images.brickset.com/sets/small/853515-1.jpg,Nexo Knights,Battle Packs,2016,4.0,806,371,35,4,14.99,12.99
853516,Monsters Army-Building Set,https://images.brickset.com/sets/small/853516-1.jpg,Nexo Knights,Battle Packs,2016,4.5,921,451,30,4,14.99,12.99
853517,NK Drinking Bottle,https://images.brickset.com/sets/small/853517-1.jpg,Gear,Housewares,2016,,19,16,,,9.99,7.99
853518,NK Tumbler,https://images.brickset.com/sets/small/853518-1.jpg,Gear,Housewares,2016,,38,20,,,7.99,7.99
853519,NK Playmat,https://images.brickset.com/sets/small/853519-1.jpg,Gear,Playmats,2016,,85,39,,,14.99,6.49
853520,Aaron Key Chain,https://images.brickset.com/sets/small/853520-1.jpg,Gear,Key Chains/Nexo Knights,2016,,132,37,,,4.99,4.99
853521,Clay Key Chain,https://images.brickset.com/sets/small/853521-1.jpg,Gear,Key Chains/Nexo Knights,2016,,119,32,,,4.99,4.99
853522,Macy Key Chain,https://images.brickset.com/sets/small/853522-1.jpg,Gear,Key Chains/Nexo Knights,2016,,101,33,,,4.99,2.49
853524,Lance Key Chain,https://images.brickset.com/sets/small/853524-1.jpg,Gear,Key Chains/Nexo Knights,2016,,126,32,,,4.99,4.99
853525,Keychain NK Jestro,https://images.brickset.com/sets/small/853525-1.jpg,Gear,Key Chains/Nexo Knights,2016,,219,44,,,4.99,2.49
853528,NEXO KNIGHTS Monsters Sketch Book,https://images.brickset.com/sets/small/853528-1.jpg,Gear,Stationery,2016,,71,41,,,14.99,6.49
853529,NINJAGO Customizable Sword,https://images.brickset.com/sets/small/853529-1.jpg,Gear,Role-Play Toys,2016,,20,25,,,19.99,17.99
853530,NINJAGO Skybound Shield,https://images.brickset.com/sets/small/853530-1.jpg,Gear,Role-Play Toys,2016,,18,18,,,14.99,12.99
853532,NINJAGO Armor,https://images.brickset.com/sets/small/853532-1.jpg,Gear,Role-Play Toys,2016,,12,20,,,19.99,
853533,NINJAGO Bandana,https://images.brickset.com/sets/small/853533-1.jpg,Gear,Clothing,2016,,30,25,,,7.99,6.99
853534,Skybound Jay Key Chain,https://images.brickset.com/sets/small/853534-1.jpg,Gear,Key Chains/Ninjago,2016,,77,44,,,4.99,4.99
853538,Skybound Cole Key Chain,https://images.brickset.com/sets/small/853538-1.jpg,Gear,Key Chains/Ninjago,2016,,65,31,,,4.99,4.99
853543,Ninjago Party Set,https://images.brickset.com/sets/small/853543-1.jpg,Gear,Miscellaneous,2016,,29,46,,,7.99,6.99
853544,NINJAGO Accessory Set,https://images.brickset.com/sets/small/853544-1.jpg,Ninjago,Skybound,2016,,905,332,36,4,14.99,12.99
853547,Emma Key Chain,https://images.brickset.com/sets/small/853547-1.jpg,Gear,Key Chains/Friends,2016,,44,33,,,4.99,4.99
853548,Andrea Key Chain,https://images.brickset.com/sets/small/853548-1.jpg,Gear,Key Chains/Friends,2016,,39,30,,,4.99,4.99
853549,Mia Key Chain,https://images.brickset.com/sets/small/853549-1.jpg,Gear,Key Chains/Friends,2016,,47,31,,,4.99,4.99
853550,Stephanie Key Chain,https://images.brickset.com/sets/small/853550-1.jpg,Gear,Key Chains/Friends,2016,,55,31,,,4.99,4.99
853551,Olivia Key Chain,https://images.brickset.com/sets/small/853551-1.jpg,Gear,Key Chains/Friends,2016,,60,35,,,4.99,4.99
853552, Friends Hand Foot Fun,https://images.brickset.com/sets/small/853552-1.jpg,Gear,,2016,,20,20,,,24.99,
853555,Campsite Scrapbook,https://images.brickset.com/sets/small/853555-1.jpg,Gear,Stationery,2016,,24,22,,,14.99,6.49
853556,Friends Mini-Doll Campsite Set,https://images.brickset.com/sets/small/853556-1.jpg,Friends,Adventure Camp,2016,3.0,236,245,35,3,14.99,12.99
853559,Emily Jones Key Chain,https://images.brickset.com/sets/small/853559-1.jpg,Gear,Key Chains/Elves,2016,,50,35,,,4.99,4.99
853560,Elves Azari the Fire Elf Key Chain,https://images.brickset.com/sets/small/853560-1.jpg,Gear,Key Chains/Elves,2016,,42,32,,,4.99,4.99
853561,Elves Aira the Wind Elf Key Chain,https://images.brickset.com/sets/small/853561-1.jpg,Gear,Key Chains/Elves,2016,,44,38,,,5.99,4.99
853562,Elves Naida the Water Elf Key Chain,https://images.brickset.com/sets/small/853562-1.jpg,Gear,Key Chains/Elves,2016,,51,37,,,4.99,4.99
853563,Elves Fledge the Baby Dragon Bag Charm,https://images.brickset.com/sets/small/853563-1.jpg,Gear,Bag charms,2016,,140,45,,,4.99,4.99
853564,Elves Me and My Dragon Display,https://images.brickset.com/sets/small/853564-1.jpg,Gear,Storage,2016,,104,60,,,14.99,12.99
853565,Elves Emily Jones' Diary Sketch Book,https://images.brickset.com/sets/small/853565-1.jpg,Gear,Stationery,2016,,42,37,,,14.99,6.49
